id,name,account,card,features,news
41,Joshua,"{'id': 48, 'number': '0000-2', 'agency': '0001', 'balance': 0.0, 'limit': 0.0}","{'id': 41, 'number': '**** **** **** 8989', 'limit': 1000.0}",[],"[{'id': 304, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 305, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 998, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Joshua, o que temos que ter sempre em mente é que a constante divulgação das informações estimula a padronização das condições financeiras e administrativas exigidas. '}]"
42,Paul,"{'id': 49, 'number': '0000-3', 'agency': '0001', 'balance': 0.0, 'limit': 0.0}","{'id': 42, 'number': '**** **** **** 0606', 'limit': 1000.0}",[],"[{'id': 306, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 307, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 999, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Paul, a prática cotidiana prova que o novo modelo estrutural aqui preconizado maximiza as possibilidades por conta das regras de conduta normativas. '}]"
43,string,"{'id': 50, 'number': '0001', 'agency': '1221', 'balance': 0.0, 'limit': 0.0}","{'id': 43, 'number': '*** **** **** 0001', 'limit': 1000.0}",[],"[{'id': 308, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 309, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1000, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'string, por conseguinte, o início da atividade geral de formação de atitudes faz parte de um processo de gerenciamento dos conhecimentos estratégicos para atingir a excelência. '}]"
44,Pegasus,"{'id': 51, 'number': '0002', 'agency': '1221', 'balance': 0.0, 'limit': 0.0}","{'id': 44, 'number': '*** **** **** 0002', 'limit': 1000.0}",[],"[{'id': 310, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 311, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1001, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pegasus, a certificação de metodologias que nos auxiliam a lidar com o entendimento das metas propostas causa impacto indireto na reavaliação dos conhecimentos estratégicos para atingir a excelência. '}]"
45,Jaspion,"{'id': 52, 'number': '0003', 'agency': '1221', 'balance': 0.0, 'limit': 0.0}","{'id': 45, 'number': '*** **** **** 0003', 'limit': 1000.0}",[],"[{'id': 312, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 313, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1002, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Jaspion, o empenho em analisar a necessidade de renovação processual afeta positivamente a correta previsão das condições inegavelmente apropriadas. '}]"
46,Jyraia,"{'id': 53, 'number': '0004', 'agency': '1221', 'balance': 0.0, 'limit': 0.0}","{'id': 46, 'number': '*** **** **** 0004', 'limit': 1000.0}",[],"[{'id': 314, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 315, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1003, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Jyraia, é claro que a adoção de políticas descentralizadoras ainda não demonstrou convincentemente que vai participar na mudança de todos os recursos funcionais envolvidos. '}]"
47,Fulano,"{'id': 54, 'number': '0000001-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 47, 'number': '**** **** **** 9111', 'limit': 0.0}","[{'id': 19, 'icon': 'string', 'description': 'string'}]","[{'id': 52, 'icon': 'string', 'description': 'string'}, {'id': 316, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 317, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1004, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Fulano, desta maneira, o acompanhamento das preferências de consumo possibilita uma melhor visão global das diretrizes de desenvolvimento para o futuro. '}]"
48,Beltrano,"{'id': 55, 'number': '0000002-2', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 48, 'number': '**** **** **** 9112', 'limit': 0.0}","[{'id': 20, 'icon': 'string', 'description': 'string'}]","[{'id': 53, 'icon': 'string', 'description': 'string'}, {'id': 318, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 319, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1005, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Beltrano, o que temos que ter sempre em mente é que o entendimento das metas propostas aponta para a melhoria das condições financeiras e administrativas exigidas. '}]"
49,Ciclano,"{'id': 56, 'number': '0000003-3', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 49, 'number': '**** **** **** 9113', 'limit': 0.0}","[{'id': 21, 'icon': 'string', 'description': 'string'}]","[{'id': 54, 'icon': 'string', 'description': 'string'}, {'id': 320, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 321, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1006, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Ciclano, caros amigos, a constante divulgação das informações oferece uma interessante oportunidade para verificação do levantamento das variáveis envolvidas. '}]"
50,Jade,"{'id': 57, 'number': '001', 'agency': '1', 'balance': 0.0, 'limit': 500.0}","{'id': 50, 'number': '1111', 'limit': 0.0}","[{'id': 22, 'icon': 'string', 'description': 'string'}]","[{'id': 55, 'icon': 'string', 'description': 'string'}, {'id': 322, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 323, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1007, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Jade, evidentemente, a determinação clara de objetivos ainda não demonstrou convincentemente que vai participar na mudança das posturas dos órgãos dirigentes com relação às suas atribuições. '}]"
51,job,"{'id': 58, 'number': '002', 'agency': '1', 'balance': 0.0, 'limit': 500.0}","{'id': 51, 'number': '2222', 'limit': 0.0}","[{'id': 23, 'icon': 'string', 'description': 'string'}]","[{'id': 56, 'icon': 'string', 'description': 'string'}, {'id': 324, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 325, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1008, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'job, por outro lado, o fenômeno da internet promove a alavancagem dos paradigmas corporativos. '}]"
52,kya,"{'id': 59, 'number': '003', 'agency': '1', 'balance': 0.0, 'limit': 500.0}","{'id': 52, 'number': '333', 'limit': 0.0}","[{'id': 24, 'icon': 'string', 'description': 'string'}]","[{'id': 57, 'icon': 'string', 'description': 'string'}, {'id': 326, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 327, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1009, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'kya, o empenho em analisar o acompanhamento das preferências de consumo oferece uma interessante oportunidade para verificação dos modos de operação convencionais. '}]"
53,jod,"{'id': 60, 'number': '65461', 'agency': '12', 'balance': 0.0, 'limit': 0.0}","{'id': 53, 'number': '2416', 'limit': 25451.0}","[{'id': 25, 'icon': 'string', 'description': 'string'}]","[{'id': 58, 'icon': 'string', 'description': 'string'}, {'id': 328, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 329, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1010, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'jod, o cuidado em identificar pontos críticos no novo modelo estrutural aqui preconizado aponta para a melhoria das direções preferenciais no sentido do progresso. '}]"
54,Juliana,"{'id': 61, 'number': '000145', 'agency': '2427', 'balance': 0.0, 'limit': 1000.0}","{'id': 54, 'number': '**** **** **** 7711', 'limit': 3000.0}","[{'id': 26, 'icon': 'string', 'description': 'string'}]","[{'id': 59, 'icon': 'string', 'description': 'string'}, {'id': 330, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 331, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1011, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Juliana, nunca é demais lembrar o peso e o significado destes problemas, uma vez que o consenso sobre a necessidade de qualificação auxilia a preparação e a composição do fluxo de informações. '}]"
55,Mariana,"{'id': 62, 'number': '780145', 'agency': '2427', 'balance': 0.0, 'limit': 3000.0}","{'id': 55, 'number': '**** **** **** 8911', 'limit': 5000.0}","[{'id': 27, 'icon': 'string', 'description': 'string'}]","[{'id': 60, 'icon': 'string', 'description': 'string'}, {'id': 332, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 333, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1012, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Mariana, nunca é demais lembrar o peso e o significado destes problemas, uma vez que a adoção de políticas descentralizadoras possibilita uma melhor visão global dos relacionamentos verticais entre as hierarquias. '}]"
56,Matheus,"{'id': 63, 'number': '96845', 'agency': '2427', 'balance': 0.0, 'limit': 2000.0}","{'id': 56, 'number': '**** **** **** 5578', 'limit': 3000.0}","[{'id': 28, 'icon': 'string', 'description': 'string'}]","[{'id': 61, 'icon': 'string', 'description': 'string'}, {'id': 334, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 335, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1013, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Matheus, todas estas questões, devidamente ponderadas, levantam dúvidas sobre se a contínua expansão de nossa atividade possibilita uma melhor visão global do impacto na agilidade decisória. '}]"
57,Guido,"{'id': 64, 'number': '11111', 'agency': '00001', 'balance': 0.0, 'limit': 0.0}","{'id': 57, 'number': '**** **** **** 0001', 'limit': 0.0}","[{'id': 29, 'icon': 'string', 'description': 'string'}]","[{'id': 62, 'icon': 'string', 'description': 'string'}, {'id': 336, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 337, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1014, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Guido, pensando mais a longo prazo, o comprometimento entre as equipes facilita a criação do orçamento setorial. '}]"
58,Edson,"{'id': 65, 'number': '00005-5', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 58, 'number': '**** **** **** 1010', 'limit': 1000.0}","[{'id': 30, 'icon': 'string', 'description': 'string'}]","[{'id': 67, 'icon': 'string', 'description': 'string'}, {'id': 338, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 339, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1015, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Edson, é claro que o aumento do diálogo entre os diferentes setores produtivos estende o alcance e a importância de todos os recursos funcionais envolvidos. '}]"
59,Marcos,"{'id': 66, 'number': '00008-8', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 59, 'number': '**** **** **** 2020', 'limit': 1000.0}","[{'id': 31, 'icon': 'string', 'description': 'string'}]","[{'id': 68, 'icon': 'string', 'description': 'string'}, {'id': 340, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 341, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1016, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Marcos, do mesmo modo, a necessidade de renovação processual promove a alavancagem da gestão inovadora da qual fazemos parte. '}]"
60,Vagner,"{'id': 67, 'number': '00009-9', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 60, 'number': '**** **** **** 3030', 'limit': 1000.0}","[{'id': 32, 'icon': 'string', 'description': 'string'}]","[{'id': 69, 'icon': 'string', 'description': 'string'}, {'id': 134, 'icon': '🤑', 'description': None}, {'id': 142, 'icon': '🤑', 'description': None}, {'id': 150, 'icon': '🤑', 'description': 'Vagner, Prepare-se para o longo prazo. Comece a investir.'}, {'id': 158, 'icon': '🤑', 'description': 'Vagner, Comece a investir hoje e mude seu amanhã.'}, {'id': 342, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 343, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1017, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Vagner, do mesmo modo, a percepção das dificuldades desafia a capacidade de equalização das diversas correntes de pensamento. '}]"
61,Jose,"{'id': 68, 'number': '001010-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 61, 'number': '**** **** **** 5050', 'limit': 1000.0}",[],"[{'id': 344, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 345, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1018, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Jose, percebemos, cada vez mais, que o desafiador cenário globalizado prepara-nos para enfrentar situações atípicas decorrentes do sistema de participação geral. '}]"
62,Maria,"{'id': 69, 'number': '002020-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 62, 'number': '**** **** **** 6060', 'limit': 1000.0}",[],"[{'id': 346, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 347, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1019, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Maria, a certificação de metodologias que nos auxiliam a lidar com o comprometimento entre as equipes ainda não demonstrou convincentemente que vai participar na mudança dos procedimentos normalmente adotados. '}]"
